cod_rock Litologia prof dens gama res vel
1.00e+00 folhelho2 2.43e+01 2.23e+00 8.06e+01 6.03e-01 1.35e+02
1.00e+00 folhelho2 2.44e+01 2.54e+00 7.76e+01 -3.94e-01 1.54e+02
1.00e+00 folhelho2 2.44e+01 2.14e+00 8.05e+01 4.08e-01 1.71e+02
1.00e+00 folhelho2 2.45e+01 2.21e+00 8.50e+01 5.07e+00 1.72e+02
1.00e+00 folhelho2 2.46e+01 2.24e+00 7.36e+01 3.89e+00 1.97e+02
1.00e+00 folhelho2 2.47e+01 2.21e+00 7.44e+01 5.52e-02 1.71e+02
1.00e+00 folhelho2 2.47e+01 2.37e+00 7.98e+01 2.85e-01 1.66e+02
1.00e+00 folhelho2 2.48e+01 2.44e+00 8.26e+01 8.14e-01 1.59e+02
1.00e+00 folhelho2 2.49e+01 2.31e+00 7.40e+01 1.35e+00 1.32e+02
1.00e+00 folhelho2 2.49e+01 2.20e+00 7.14e+01 2.81e+00 1.71e+02
1.00e+00 folhelho2 2.50e+01 2.25e+00 7.70e+01 9.58e-01 1.72e+02
1.00e+00 folhelho2 2.51e+01 2.34e+00 8.09e+01 2.37e+00 1.97e+02
1.00e+00 folhelho2 2.52e+01 2.47e+00 7.28e+01 -6.33e-01 1.96e+02
1.00e+00 folhelho2 2.52e+01 2.09e+00 6.39e+01 3.68e-01 1.62e+02
1.00e+00 folhelho2 2.53e+01 2.18e+00 7.31e+01 3.02e+00 1.75e+02
1.00e+00 folhelho2 2.54e+01 2.38e+00 8.02e+01 6.33e+00 1.60e+02
1.00e+00 folhelho2 2.54e+01 2.37e+00 7.48e+01 3.75e+00 1.74e+02
1.00e+00 folhelho2 2.55e+01 2.23e+00 7.59e+01 5.61e+00 1.91e+02
1.00e+00 folhelho2 2.56e+01 2.36e+00 7.13e+01 3.23e+00 1.94e+02
1.00e+00 folhelho2 2.57e+01 2.21e+00 6.88e+01 3.82e+00 1.73e+02
1.00e+00 folhelho2 2.57e+01 2.25e+00 6.23e+01 2.04e+00 1.72e+02
1.00e+00 folhelho2 2.58e+01 2.44e+00 8.42e+01 4.55e+00 1.74e+02
1.00e+00 folhelho2 2.59e+01 2.41e+00 7.33e+01 3.99e+00 1.56e+02
1.00e+00 folhelho2 2.59e+01 2.17e+00 8.46e+01 2.60e+00 1.60e+02
1.00e+00 folhelho2 2.60e+01 2.23e+00 7.76e+01 -1.34e-02 1.61e+02
1.00e+00 folhelho2 2.61e+01 2.38e+00 7.86e+01 6.36e+00 1.73e+02
1.00e+00 folhelho2 2.62e+01 2.20e+00 8.02e+01 -6.39e-02 1.55e+02
1.00e+00 folhelho2 2.62e+01 2.21e+00 7.29e+01 -2.20e-01 1.70e+02
1.00e+00 folhelho2 2.63e+01 2.30e+00 6.58e+01 5.23e+00 1.72e+02
1.00e+00 folhelho2 2.64e+01 2.37e+00 7.44e+01 5.58e+00 1.75e+02
1.00e+00 folhelho2 2.64e+01 2.25e+00 7.47e+01 5.53e+00 1.59e+02
1.00e+00 folhelho2 2.65e+01 2.36e+00 8.08e+01 2.79e-01 1.67e+02
1.00e+00 folhelho2 2.66e+01 2.36e+00 7.22e+01 3.62e+00 1.87e+02
1.00e+00 folhelho2 2.67e+01 2.23e+00 8.87e+01 1.98e+00 1.72e+02
1.00e+00 folhelho2 2.67e+01 2.12e+00 7.93e+01 9.52e-01 1.39e+02
1.00e+00 folhelho2 2.68e+01 2.22e+00 6.84e+01 3.25e+00 1.62e+02
1.00e+00 folhelho2 2.69e+01 2.09e+00 7.52e+01 4.65e+00 1.74e+02
1.00e+00 folhelho2 2.69e+01 2.25e+00 7.61e+01 2.05e-01 1.57e+02
1.00e+00 folhelho2 2.70e+01 2.40e+00 7.22e+01 -1.20e+00 1.45e+02
1.00e+00 folhelho2 2.71e+01 2.23e+00 6.35e+01 2.68e+00 1.67e+02
1.00e+00 folhelho2 2.71e+01 2.29e+00 8.54e+01 4.66e-02 1.77e+02
1.00e+00 folhelho2 2.72e+01 2.20e+00 8.18e+01 3.80e+00 1.77e+02
1.00e+00 folhelho2 2.73e+01 2.15e+00 7.51e+01 3.39e+00 1.60e+02
1.00e+00 folhelho2 2.74e+01 2.36e+00 8.32e+01 1.31e+00 1.85e+02
1.00e+00 folhelho2 2.74e+01 2.24e+00 7.37e+01 -1.03e+00 1.74e+02
1.00e+00 folhelho2 2.75e+01 2.32e+00 6.37e+01 1.52e+00 1.91e+02
1.00e+00 folhelho2 2.76e+01 2.19e+00 8.32e+01 2.34e+00 1.57e+02
1.00e+00 folhelho2 2.76e+01 2.28e+00 6.97e+01 4.00e+00 1.59e+02
1.00e+00 folhelho2 2.77e+01 2.22e+00 7.34e+01 2.01e+00 1.86e+02
1.00e+00 folhelho2 2.78e+01 2.14e+00 7.67e+01 2.67e+00 1.79e+02
1.00e+00 folhelho2 2.79e+01 2.22e+00 7.59e+01 2.23e+00 1.65e+02
1.00e+00 folhelho2 2.79e+01 2.22e+00 7.63e+01 2.20e+00 1.65e+02
1.00e+00 folhelho2 2.80e+01 2.28e+00 7.38e+01 2.49e+00 2.01e+02
1.00e+00 folhelho2 2.81e+01 2.25e+00 7.78e+01 7.25e+00 1.64e+02
1.00e+00 folhelho2 2.81e+01 2.27e+00 7.84e+01 2.64e+00 1.75e+02
1.00e+00 folhelho2 2.82e+01 2.04e+00 8.12e+01 2.46e+00 1.62e+02
1.00e+00 folhelho2 2.83e+01 2.22e+00 7.91e+01 -4.67e-01 1.47e+02
1.00e+00 folhelho2 2.84e+01 2.25e+00 7.93e+01 2.74e+00 1.53e+02
1.00e+00 folhelho2 2.84e+01 2.29e+00 8.79e+01 3.49e+00 1.60e+02
1.00e+00 folhelho2 2.85e+01 2.27e+00 8.05e+01 1.62e+00 1.85e+02
6.00e+00 conglomerado 2.86e+01 2.32e+00 7.14e+01 3.48e+00 1.62e+02
6.00e+00 conglomerado 2.86e+01 2.30e+00 6.57e+01 2.50e+00 1.52e+02
6.00e+00 conglomerado 2.87e+01 2.23e+00 7.00e+01 2.52e+00 1.27e+02
6.00e+00 conglomerado 2.88e+01 2.47e+00 7.03e+01 4.47e+00 1.09e+02
6.00e+00 conglomerado 2.89e+01 2.30e+00 5.95e+01 1.92e+00 1.34e+02
6.00e+00 conglomerado 2.89e+01 2.45e+00 5.54e+01 8.42e+00 1.02e+02
6.00e+00 conglomerado 2.90e+01 2.42e+00 5.09e+01 3.71e+00 1.05e+02
6.00e+00 conglomerado 2.91e+01 2.59e+00 5.59e+01 5.89e+00 1.07e+02
6.00e+00 conglomerado 2.91e+01 2.45e+00 4.40e+01 6.58e+00 8.54e+01
6.00e+00 conglomerado 2.92e+01 2.47e+00 4.84e+01 5.33e+00 7.65e+01
6.00e+00 conglomerado 2.93e+01 2.49e+00 4.53e+01 4.86e+00 6.08e+01
6.00e+00 conglomerado 2.94e+01 2.47e+00 4.60e+01 5.91e+00 8.30e+01
6.00e+00 conglomerado 2.94e+01 2.63e+00 4.11e+01 6.57e+00 5.68e+01
6.00e+00 conglomerado 2.95e+01 2.41e+00 3.68e+01 5.46e+00 4.86e+01
6.00e+00 conglomerado 2.96e+01 2.45e+00 2.89e+01 5.61e+00 5.65e+01
6.00e+00 conglomerado 2.96e+01 2.60e+00 3.86e+01 6.55e+00 7.31e+01
6.00e+00 conglomerado 2.97e+01 2.62e+00 2.47e+01 5.50e+00 9.31e+01
6.00e+00 conglomerado 2.98e+01 2.55e+00 3.54e+01 7.12e+00 6.47e+01
6.00e+00 conglomerado 2.99e+01 2.59e+00 2.48e+01 5.82e+00 5.68e+01
6.00e+00 conglomerado 2.99e+01 2.70e+00 9.65e+00 7.77e+00 5.62e+01
6.00e+00 conglomerado 3.00e+01 2.55e+00 7.23e+00 3.54e+00 6.45e+01
6.00e+00 conglomerado 3.01e+01 2.55e+00 2.72e+01 1.11e+01 4.40e+01
6.00e+00 conglomerado 3.01e+01 2.48e+00 1.87e+01 8.29e+00 6.25e+01
6.00e+00 conglomerado 3.02e+01 2.35e+00 2.45e+01 9.16e+00 5.45e+01
6.00e+00 conglomerado 3.03e+01 2.56e+00 2.13e+01 9.41e+00 5.93e+01
6.00e+00 conglomerado 3.03e+01 2.54e+00 1.98e+01 1.16e+01 3.37e+01
6.00e+00 conglomerado 3.04e+01 2.50e+00 2.92e+01 8.39e+00 6.16e+01
6.00e+00 conglomerado 3.05e+01 2.45e+00 2.21e+01 8.28e+00 4.37e+01
6.00e+00 conglomerado 3.06e+01 2.48e+00 2.44e+01 1.19e+01 6.30e+01
6.00e+00 conglomerado 3.06e+01 2.51e+00 2.65e+01 9.33e+00 5.37e+01
6.00e+00 conglomerado 3.07e+01 2.58e+00 3.41e+01 1.05e+01 2.91e+01
6.00e+00 conglomerado 3.08e+01 2.54e+00 1.70e+01 6.45e+00 7.27e+01
6.00e+00 conglomerado 3.08e+01 2.62e+00 1.61e+01 8.65e+00 5.46e+01
6.00e+00 conglomerado 3.09e+01 2.42e+00 1.82e+01 7.93e+00 7.30e+01
6.00e+00 conglomerado 3.10e+01 2.46e+00 1.91e+01 7.77e+00 6.79e+01
6.00e+00 conglomerado 3.11e+01 2.57e+00 1.98e+01 8.98e+00 6.64e+01
6.00e+00 conglomerado 3.11e+01 2.65e+00 2.45e+01 9.97e+00 3.03e+01
6.00e+00 conglomerado 3.12e+01 2.52e+00 2.16e+01 9.07e+00 8.12e+01
6.00e+00 conglomerado 3.13e+01 2.51e+00 2.84e+01 1.13e+01 3.64e+01
6.00e+00 conglomerado 3.13e+01 2.44e+00 2.70e+01 8.95e+00 7.36e+01
6.00e+00 conglomerado 3.14e+01 2.70e+00 2.26e+01 1.17e+01 7.53e+01
6.00e+00 conglomerado 3.15e+01 2.54e+00 2.12e+01 1.11e+01 7.12e+01
6.00e+00 conglomerado 3.16e+01 2.40e+00 2.61e+01 1.24e+01 5.83e+01
6.00e+00 conglomerado 3.16e+01 2.53e+00 2.03e+01 9.97e+00 6.92e+01
6.00e+00 conglomerado 3.17e+01 2.48e+00 2.02e+01 1.13e+01 4.70e+01
6.00e+00 conglomerado 3.18e+01 2.61e+00 2.73e+01 1.11e+01 5.20e+01
6.00e+00 conglomerado 3.18e+01 2.58e+00 2.60e+01 1.12e+01 5.98e+01
6.00e+00 conglomerado 3.19e+01 2.56e+00 1.35e+01 1.12e+01 6.02e+01
6.00e+00 conglomerado 3.20e+01 2.50e+00 2.66e+01 9.11e+00 5.98e+01
6.00e+00 conglomerado 3.21e+01 2.59e+00 2.60e+01 8.72e+00 5.82e+01
6.00e+00 conglomerado 3.21e+01 2.76e+00 3.29e+01 9.97e+00 4.52e+01
6.00e+00 conglomerado 3.22e+01 2.57e+00 2.98e+01 1.22e+01 6.19e+01
6.00e+00 conglomerado 3.23e+01 2.44e+00 3.74e+01 7.23e+00 7.66e+01
6.00e+00 conglomerado 3.23e+01 2.60e+00 2.43e+01 1.25e+01 8.98e+01
6.00e+00 conglomerado 3.24e+01 2.68e+00 9.39e+00 8.17e+00 8.82e+01
6.00e+00 conglomerado 3.25e+01 2.55e+00 2.17e+01 9.07e+00 4.41e+01
6.00e+00 conglomerado 3.26e+01 2.68e+00 2.17e+01 4.42e+00 8.58e+01
6.00e+00 conglomerado 3.26e+01 2.47e+00 2.31e+01 9.90e+00 5.77e+01
6.00e+00 conglomerado 3.27e+01 2.51e+00 2.90e+01 9.52e+00 4.27e+01
6.00e+00 conglomerado 3.28e+01 2.52e+00 2.28e+01 9.60e+00 7.72e+01
6.00e+00 conglomerado 3.28e+01 2.66e+00 2.85e+01 9.42e+00 8.00e+01
6.00e+00 conglomerado 3.29e+01 2.43e+00 2.84e+01 1.30e+01 4.36e+01
8.00e+00 marga2 3.30e+01 2.57e+00 3.53e+01 4.47e+00 5.35e+01
8.00e+00 marga2 3.30e+01 2.58e+00 4.42e+01 1.01e+01 7.22e+01
8.00e+00 marga2 3.31e+01 2.51e+00 2.37e+01 1.04e+01 3.89e+01
8.00e+00 marga2 3.32e+01 2.58e+00 2.92e+01 5.06e+00 6.04e+01
8.00e+00 marga2 3.33e+01 2.87e+00 2.32e+01 1.06e+01 6.79e+01
8.00e+00 marga2 3.33e+01 2.53e+00 4.57e+01 9.52e+00 6.78e+01
8.00e+00 marga2 3.34e+01 2.77e+00 2.72e+01 6.70e+00 7.13e+01
8.00e+00 marga2 3.35e+01 2.67e+00 3.81e+01 6.93e+00 6.82e+01
8.00e+00 marga2 3.35e+01 2.59e+00 4.88e+01 6.52e+00 5.46e+01
8.00e+00 marga2 3.36e+01 2.62e+00 4.38e+01 8.75e+00 7.42e+01
8.00e+00 marga2 3.37e+01 2.67e+00 4.70e+01 5.83e+00 7.85e+01
8.00e+00 marga2 3.38e+01 2.82e+00 4.91e+01 5.37e+00 7.89e+01
8.00e+00 marga2 3.38e+01 2.66e+00 5.98e+01 8.53e+00 6.87e+01
8.00e+00 marga2 3.39e+01 2.60e+00 5.25e+01 4.14e+00 6.17e+01
8.00e+00 marga2 3.40e+01 2.69e+00 5.58e+01 4.40e+00 5.45e+01
8.00e+00 marga2 3.40e+01 2.55e+00 5.63e+01 3.34e+00 1.01e+02
8.00e+00 marga2 3.41e+01 2.68e+00 5.73e+01 5.45e+00 7.83e+01
8.00e+00 marga2 3.42e+01 2.67e+00 6.12e+01 5.01e+00 7.15e+01
8.00e+00 marga2 3.43e+01 2.64e+00 7.03e+01 5.99e+00 9.14e+01
8.00e+00 marga2 3.43e+01 2.53e+00 6.87e+01 1.29e+00 8.39e+01
8.00e+00 marga2 3.44e+01 2.60e+00 7.68e+01 4.63e+00 8.19e+01
8.00e+00 marga2 3.45e+01 2.63e+00 8.50e+01 1.66e+00 9.54e+01
8.00e+00 marga2 3.45e+01 2.51e+00 8.06e+01 4.33e+00 8.24e+01
8.00e+00 marga2 3.46e+01 2.65e+00 7.23e+01 1.89e+00 7.62e+01
8.00e+00 marga2 3.47e+01 2.74e+00 6.76e+01 2.25e+00 7.46e+01
8.00e+00 marga2 3.48e+01 2.72e+00 7.90e+01 5.24e+00 9.32e+01
8.00e+00 marga2 3.48e+01 2.61e+00 6.85e+01 6.15e+00 6.38e+01
8.00e+00 marga2 3.49e+01 2.91e+00 7.20e+01 5.53e+00 6.99e+01
8.00e+00 marga2 3.50e+01 2.79e+00 6.33e+01 6.96e+00 7.16e+01
8.00e+00 marga2 3.50e+01 2.62e+00 6.81e+01 4.13e+00 7.01e+01
8.00e+00 marga2 3.51e+01 2.62e+00 6.94e+01 3.24e+00 7.80e+01
8.00e+00 marga2 3.52e+01 2.61e+00 6.21e+01 5.05e+00 5.82e+01
8.00e+00 marga2 3.53e+01 2.66e+00 7.08e+01 -3.64e-01 7.76e+01
8.00e+00 marga2 3.53e+01 2.57e+00 6.95e+01 4.15e+00 6.14e+01
8.00e+00 marga2 3.54e+01 2.84e+00 6.66e+01 4.35e+00 6.89e+01
8.00e+00 marga2 3.55e+01 2.54e+00 7.20e+01 2.71e+00 7.49e+01
8.00e+00 marga2 3.55e+01 2.64e+00 5.75e+01 2.42e+00 7.37e+01
8.00e+00 marga2 3.56e+01 2.60e+00 6.55e+01 2.93e+00 1.11e+02
8.00e+00 marga2 3.57e+01 2.75e+00 7.04e+01 9.99e-01 9.17e+01
8.00e+00 marga2 3.58e+01 2.68e+00 7.39e+01 4.73e+00 7.97e+01
8.00e+00 marga2 3.58e+01 2.75e+00 6.35e+01 8.72e+00 6.87e+01
8.00e+00 marga2 3.59e+01 2.78e+00 7.42e+01 4.08e+00 7.67e+01
8.00e+00 marga2 3.60e+01 2.69e+00 7.12e+01 7.33e+00 8.39e+01
8.00e+00 marga2 3.60e+01 2.76e+00 5.44e+01 3.40e+00 4.88e+01
8.00e+00 marga2 3.61e+01 2.68e+00 7.22e+01 1.59e+00 8.34e+01
8.00e+00 marga2 3.62e+01 2.59e+00 7.29e+01 -1.29e-01 8.54e+01
8.00e+00 marga2 3.62e+01 2.68e+00 5.04e+01 6.77e-01 8.85e+01
8.00e+00 marga2 3.63e+01 2.75e+00 7.46e+01 3.30e+00 6.06e+01
8.00e+00 marga2 3.64e+01 2.69e+00 6.33e+01 7.90e+00 9.28e+01
8.00e+00 marga2 3.65e+01 2.88e+00 7.00e+01 3.76e-01 6.00e+01
8.00e+00 marga2 3.65e+01 2.63e+00 6.93e+01 3.82e+00 8.08e+01
8.00e+00 marga2 3.66e+01 2.68e+00 7.31e+01 4.47e-01 5.62e+01
8.00e+00 marga2 3.67e+01 2.64e+00 7.04e+01 1.13e+01 8.18e+01
8.00e+00 marga2 3.67e+01 2.69e+00 7.20e+01 1.44e+00 7.16e+01
8.00e+00 marga2 3.68e+01 2.67e+00 8.38e+01 6.09e+00 7.04e+01
8.00e+00 marga2 3.69e+01 2.82e+00 6.74e+01 2.46e+00 7.04e+01
8.00e+00 marga2 3.70e+01 2.55e+00 7.12e+01 3.18e+00 7.43e+01
8.00e+00 marga2 3.70e+01 2.74e+00 5.99e+01 2.82e+00 9.34e+01
8.00e+00 marga2 3.71e+01 2.60e+00 6.63e+01 2.40e+00 8.19e+01
8.00e+00 marga2 3.72e+01 2.72e+00 6.27e+01 6.66e+00 9.30e+01
8.00e+00 marga2 3.72e+01 2.83e+00 7.88e+01 2.69e+00 7.49e+01
8.00e+00 marga2 3.73e+01 2.70e+00 6.07e+01 8.66e+00 9.21e+01
8.00e+00 marga2 3.74e+01 2.77e+00 6.22e+01 -1.75e+00 1.04e+02
8.00e+00 marga2 3.75e+01 2.93e+00 7.14e+01 6.81e+00 7.36e+01
8.00e+00 marga2 3.75e+01 2.69e+00 6.25e+01 1.09e+01 7.10e+01
8.00e+00 marga2 3.76e+01 2.78e+00 7.02e+01 2.69e+00 4.12e+01
8.00e+00 marga2 3.77e+01 2.72e+00 7.09e+01 6.40e+00 4.88e+01
8.00e+00 marga2 3.77e+01 2.75e+00 7.12e+01 4.96e+00 8.45e+01
8.00e+00 marga2 3.78e+01 2.64e+00 7.03e+01 4.08e+00 9.16e+01
8.00e+00 marga2 3.79e+01 2.74e+00 5.86e+01 -6.46e-01 7.34e+01
8.00e+00 marga2 3.80e+01 2.71e+00 7.21e+01 9.54e+00 8.46e+01
8.00e+00 marga2 3.80e+01 2.77e+00 6.62e+01 4.81e+00 9.90e+01
8.00e+00 marga2 3.81e+01 2.65e+00 6.62e+01 5.23e+00 7.49e+01
8.00e+00 marga2 3.82e+01 2.76e+00 6.63e+01 6.12e+00 8.04e+01
8.00e+00 marga2 3.82e+01 2.64e+00 6.79e+01 4.85e+00 7.02e+01
8.00e+00 marga2 3.83e+01 2.63e+00 7.15e+01 4.13e+00 5.50e+01
8.00e+00 marga2 3.84e+01 2.59e+00 7.75e+01 7.36e+00 8.50e+01
8.00e+00 marga2 3.85e+01 2.72e+00 6.52e+01 2.80e+00 6.72e+01
8.00e+00 marga2 3.85e+01 2.43e+00 6.93e+01 5.80e+00 7.42e+01
8.00e+00 marga2 3.86e+01 2.53e+00 6.94e+01 6.15e+00 7.27e+01
8.00e+00 marga2 3.87e+01 2.82e+00 7.33e+01 1.58e+00 9.41e+01
8.00e+00 marga2 3.87e+01 2.90e+00 7.63e+01 5.37e+00 7.53e+01
8.00e+00 marga2 3.88e+01 2.66e+00 7.33e+01 1.49e+00 5.64e+01
8.00e+00 marga2 3.89e+01 2.55e+00 7.56e+01 1.69e+00 4.83e+01
8.00e+00 marga2 3.90e+01 2.71e+00 7.33e+01 6.46e+00 8.18e+01
8.00e+00 marga2 3.90e+01 2.81e+00 6.69e+01 4.08e+00 8.59e+01
8.00e+00 marga2 3.91e+01 2.67e+00 6.55e+01 3.30e+00 1.04e+02
8.00e+00 marga2 3.92e+01 2.78e+00 8.06e+01 3.62e+00 7.53e+01
8.00e+00 marga2 3.92e+01 2.60e+00 7.23e+01 4.38e+00 7.73e+01
8.00e+00 marga2 3.93e+01 2.53e+00 7.64e+01 3.57e+00 5.69e+01
8.00e+00 marga2 3.94e+01 2.63e+00 6.49e+01 2.27e+00 5.12e+01
8.00e+00 marga2 3.94e+01 2.61e+00 6.55e+01 3.82e+00 6.55e+01
8.00e+00 marga2 3.95e+01 2.51e+00 7.88e+01 5.72e+00 8.71e+01
8.00e+00 marga2 3.96e+01 2.61e+00 6.20e+01 6.07e+00 8.93e+01
8.00e+00 marga2 3.97e+01 2.64e+00 7.50e+01 5.80e+00 7.00e+01
8.00e+00 marga2 3.97e+01 2.73e+00 7.48e+01 2.99e+00 4.78e+01
8.00e+00 marga2 3.98e+01 2.89e+00 8.51e+01 4.02e+00 3.25e+01
8.00e+00 marga2 3.99e+01 2.77e+00 6.28e+01 1.25e+00 6.57e+01
8.00e+00 marga2 3.99e+01 2.83e+00 7.41e+01 6.28e+00 6.85e+01
2.00e+00 folhelho3 4.00e+01 2.62e+00 6.39e+01 4.62e+00 8.48e+01
2.00e+00 folhelho3 4.01e+01 2.50e+00 6.82e+01 6.05e+00 5.29e+01
2.00e+00 folhelho3 4.02e+01 2.70e+00 6.78e+01 4.33e+00 7.33e+01
2.00e+00 folhelho3 4.02e+01 2.38e+00 5.58e+01 8.39e+00 1.03e+02
2.00e+00 folhelho3 4.03e+01 2.58e+00 6.82e+01 4.71e+00 8.89e+01
2.00e+00 folhelho3 4.04e+01 2.45e+00 6.01e+01 3.73e+00 9.90e+01
2.00e+00 folhelho3 4.04e+01 2.36e+00 5.52e+01 1.50e+00 9.93e+01
2.00e+00 folhelho3 4.05e+01 2.48e+00 6.37e+01 6.77e+00 1.08e+02
2.00e+00 folhelho3 4.06e+01 2.42e+00 4.51e+01 8.53e+00 1.60e+02
2.00e+00 folhelho3 4.07e+01 2.37e+00 4.26e+01 5.84e+00 1.27e+02
2.00e+00 folhelho3 4.07e+01 2.46e+00 5.65e+01 9.02e+00 1.21e+02
2.00e+00 folhelho3 4.08e+01 2.50e+00 5.67e+01 7.93e+00 1.49e+02
2.00e+00 folhelho3 4.09e+01 2.55e+00 5.42e+01 9.24e+00 1.27e+02
2.00e+00 folhelho3 4.09e+01 2.45e+00 5.64e+01 6.92e+00 1.59e+02
2.00e+00 folhelho3 4.10e+01 2.24e+00 4.93e+01 7.10e+00 1.24e+02
2.00e+00 folhelho3 4.11e+01 2.49e+00 4.02e+01 9.67e+00 1.42e+02
4.00e+00 arenito1 4.12e+01 2.25e+00 5.07e+01 1.06e+01 1.23e+02
4.00e+00 arenito1 4.12e+01 2.39e+00 4.07e+01 1.05e+01 1.17e+02
4.00e+00 arenito1 4.13e+01 2.41e+00 4.49e+01 6.53e+00 1.45e+02
4.00e+00 arenito1 4.14e+01 2.21e+00 3.16e+01 7.65e+00 7.80e+01
4.00e+00 arenito1 4.14e+01 2.06e+00 3.46e+01 7.16e+00 1.03e+02
4.00e+00 arenito1 4.15e+01 1.90e+00 3.93e+01 1.16e+01 1.16e+02
4.00e+00 arenito1 4.16e+01 1.94e+00 3.97e+01 9.37e+00 1.15e+02
4.00e+00 arenito1 4.17e+01 1.97e+00 2.12e+01 1.39e+01 1.18e+02
2.00e+00 folhelho3 4.17e+01 2.17e+00 4.37e+01 1.29e+01 9.78e+01
2.00e+00 folhelho3 4.18e+01 2.02e+00 3.27e+01 1.13e+01 9.99e+01
2.00e+00 folhelho3 4.19e+01 1.94e+00 2.67e+01 1.09e+01 7.07e+01
2.00e+00 folhelho3 4.19e+01 2.07e+00 4.38e+01 7.80e+00 7.03e+01
2.00e+00 folhelho3 4.20e+01 2.14e+00 2.72e+01 7.79e+00 9.66e+01
2.00e+00 folhelho3 4.21e+01 2.19e+00 4.05e+01 8.03e+00 8.20e+01
2.00e+00 folhelho3 4.21e+01 2.07e+00 4.12e+01 7.64e+00 1.11e+02
2.00e+00 folhelho3 4.22e+01 2.42e+00 2.24e+01 8.04e+00 1.02e+02
2.00e+00 folhelho3 4.23e+01 2.23e+00 2.36e+01 1.01e+01 1.17e+02
2.00e+00 folhelho3 4.24e+01 2.42e+00 2.45e+01 1.06e+01 9.45e+01
2.00e+00 folhelho3 4.24e+01 2.58e+00 3.84e+01 4.10e+00 1.34e+02
2.00e+00 folhelho3 4.25e+01 2.37e+00 3.13e+01 4.01e+00 1.37e+02
2.00e+00 folhelho3 4.26e+01 2.53e+00 3.63e+01 7.76e+00 1.15e+02
2.00e+00 folhelho3 4.26e+01 2.33e+00 3.13e+01 9.78e+00 1.11e+02
2.00e+00 folhelho3 4.27e+01 2.41e+00 4.51e+01 5.02e+00 1.40e+02
2.00e+00 folhelho3 4.28e+01 2.38e+00 4.38e+01 9.36e+00 9.66e+01
2.00e+00 folhelho3 4.29e+01 2.50e+00 3.72e+01 8.35e+00 1.35e+02
2.00e+00 folhelho3 4.29e+01 2.44e+00 4.42e+01 9.42e+00 1.48e+02
2.00e+00 folhelho3 4.30e+01 2.26e+00 4.57e+01 1.08e+01 1.38e+02
2.00e+00 folhelho3 4.31e+01 2.45e+00 4.27e+01 1.10e+01 1.23e+02
2.00e+00 folhelho3 4.31e+01 2.52e+00 3.66e+01 8.30e+00 1.20e+02
2.00e+00 folhelho3 4.32e+01 2.49e+00 4.71e+01 8.20e+00 1.22e+02
2.00e+00 folhelho3 4.33e+01 2.45e+00 3.93e+01 9.60e+00 1.31e+02
2.00e+00 folhelho3 4.34e+01 2.22e+00 3.04e+01 1.18e+01 1.08e+02
2.00e+00 folhelho3 4.34e+01 2.41e+00 3.42e+01 1.39e+01 1.46e+02
2.00e+00 folhelho3 4.35e+01 2.55e+00 3.97e+01 1.52e+01 1.66e+02
2.00e+00 folhelho3 4.36e+01 2.40e+00 4.70e+01 1.14e+01 1.34e+02
2.00e+00 folhelho3 4.36e+01 2.46e+00 3.63e+01 1.33e+01 1.46e+02
2.00e+00 folhelho3 4.37e+01 2.39e+00 3.77e+01 6.40e+00 1.06e+02
2.00e+00 folhelho3 4.38e+01 2.53e+00 3.45e+01 1.05e+01 1.10e+02
2.00e+00 folhelho3 4.39e+01 2.44e+00 2.90e+01 8.26e+00 1.35e+02
2.00e+00 folhelho3 4.39e+01 2.41e+00 3.84e+01 1.15e+01 1.31e+02
2.00e+00 folhelho3 4.40e+01 2.20e+00 4.65e+01 9.49e+00 1.18e+02
2.00e+00 folhelho3 4.41e+01 2.27e+00 3.43e+01 9.37e+00 1.62e+02
2.00e+00 folhelho3 4.41e+01 2.47e+00 4.79e+01 1.41e+01 1.08e+02
2.00e+00 folhelho3 4.42e+01 2.46e+00 4.90e+01 1.08e+01 1.31e+02
2.00e+00 folhelho3 4.43e+01 2.47e+00 3.87e+01 1.14e+01 1.59e+02
2.00e+00 folhelho3 4.44e+01 2.16e+00 4.29e+01 1.03e+01 1.31e+02
2.00e+00 folhelho3 4.44e+01 2.42e+00 3.64e+01 1.57e+01 1.21e+02
2.00e+00 folhelho3 4.45e+01 2.39e+00 5.41e+01 1.17e+01 1.38e+02
2.00e+00 folhelho3 4.46e+01 2.49e+00 5.29e+01 8.83e+00 1.21e+02
2.00e+00 folhelho3 4.46e+01 2.42e+00 4.04e+01 9.44e+00 1.17e+02
4.00e+00 arenito1 4.47e+01 2.38e+00 4.87e+01 1.19e+01 1.43e+02
4.00e+00 arenito1 4.48e+01 2.49e+00 3.31e+01 1.04e+01 1.13e+02
4.00e+00 arenito1 4.49e+01 2.34e+00 3.36e+01 1.02e+01 1.17e+02
4.00e+00 arenito1 4.49e+01 2.16e+00 3.62e+01 9.39e+00 9.43e+01
4.00e+00 arenito1 4.50e+01 2.06e+00 2.84e+01 1.49e+01 9.18e+01
4.00e+00 arenito1 4.51e+01 2.07e+00 2.58e+01 5.47e+00 1.07e+02
4.00e+00 arenito1 4.51e+01 2.00e+00 3.44e+01 1.09e+01 9.62e+01
4.00e+00 arenito1 4.52e+01 1.93e+00 1.96e+01 1.33e+01 7.68e+01
